jakosc,ber,bledy grupowe,dist1,dist2,dist3
0,0.1,0.1,0.1,0.0501494843871862,2061,23484,1901,149,10,1,0,0,0
0,0.1,0.1,0.2,0.0334408128484358,1198,16045,1119,76,3,0,0,0,0
0,0.1,0.1,0.3,0.0248580981541928,776,12171,732,42,2,0,0,0,0
0,0.1,0.1,0.4,0.0202092781420607,568,10024,536,30,2,0,0,0,0
0,0.1,0.1,0.5,0.0166815910338254,368,8483,347,21,0,0,0,0,0
0,0.1,0.2,0.1,0.0667714983101765,2697,31332,2467,205,22,2,1,0,0
0,0.1,0.2,0.2,0.0498281290620757,1762,23950,1643,112,7,0,0,0,0
0,0.1,0.2,0.3,0.0399022213235507,1299,19413,1214,79,6,0,0,0,0
0,0.1,0.2,0.4,0.0330418267425402,941,16366,890,48,3,0,0,0,0
0,0.1,0.2,0.5,0.0287414425604437,701,14491,674,27,0,0,0,0,0
0,0.1,0.3,0.1,0.0752838036916144,3058,35339,2835,202,20,1,0,0,0
0,0.1,0.3,0.2,0.0596673791848407,2116,28658,1968,136,12,0,0,0,0
0,0.1,0.3,0.3,0.0498714578699558,1637,24242,1533,100,4,0,0,0,0
0,0.1,0.3,0.4,0.0428449695254051,1171,21309,1095,71,5,0,0,0,0
0,0.1,0.3,0.5,0.0378332707472775,838,19251,809,29,0,0,0,0,0
0,0.1,0.4,0.1,0.0795155839279009,3137,37547,2931,190,15,1,0,0,0
0,0.1,0.4,0.2,0.0660710159161154,2350,31735,2196,146,8,0,0,0,0
0,0.1,0.4,0.3,0.0569196106184465,1792,27829,1686,98,7,1,0,0,0
0,0.1,0.4,0.4,0.0496223172246454,1371,24673,1304,63,4,0,0,0,0
0,0.1,0.4,0.5,0.0442369074785522,1028,22392,977,47,4,0,0,0,0
0,0.1,0.5,0.1,0.0841355180681129,3399,39524,3140,238,20,1,0,0,0
0,0.1,0.5,0.2,0.0713011641006384,2645,34013,2461,177,7,0,0,0,0
0,0.1,0.5,0.3,0.0628737109679656,2075,30563,1970,98,6,1,0,0,0
0,0.1,0.5,0.4,0.0556883503278546,1560,27640,1477,80,3,0,0,0,0
0,0.1,0.5,0.5,0.0496999480054305,1147,25192,1106,39,2,0,0,0,0
0,0.2,0.1,0.1,0.100143707212802,7437,39148,6211,1032,169,22,3,0,0
0,0.2,0.1,0.2,0.0668039949160865,4484,27317,3855,554,62,12,1,0,0
0,0.2,0.1,0.3,0.0499075652098559,3007,21183,2615,342,45,5,0,0,0
0,0.2,0.1,0.4,0.0395682284294751,2019,17640,1796,207,16,0,0,0,0
0,0.2,0.1,0.5,0.0332061151390855,1455,15340,1324,120,10,1,0,0,0
0,0.2,0.2,0.1,0.132781131748462,9718,52260,8156,1323,197,33,9,0,0
0,0.2,0.2,0.2,0.0997808284468067,6698,40813,5762,828,93,14,1,0,0
0,0.2,0.2,0.3,0.0794361477801207,4720,33895,4121,541,51,6,1,0,0
0,0.2,0.2,0.4,0.0665873508766862,3477,29511,3095,349,30,3,0,0,0
0,0.2,0.2,0.5,0.0566632485051561,2533,26084,2320,190,23,0,0,0,0
0,0.2,0.3,0.1,0.150230003755163,11063,59070,9348,1458,218,34,4,1,0
0,0.2,0.3,0.2,0.119683194199717,7948,49142,6863,938,127,17,3,0,0
0,0.2,0.3,0.3,0.100131069643837,6002,42620,5269,639,83,10,1,0,0
0,0.2,0.3,0.4,0.0860492070828158,4498,38160,4051,393,49,4,1,0,0
0,0.2,0.3,0.5,0.0749209249256189,3389,34399,3093,272,22,2,0,0,0
0,0.2,0.4,0.1,0.159650408735088,11832,62642,10032,1528,226,39,7,0,0
0,0.2,0.4,0.2,0.133593546896213,9041,54420,7752,1110,156,19,3,1,0
0,0.2,0.4,0.3,0.113790476328028,6718,48675,5890,741,84,3,0,0,0
0,0.2,0.4,0.4,0.0999072041364569,5177,44397,4640,489,45,3,0,0,0
0,0.2,0.4,0.5,0.0890226465235853,3922,41071,3561,327,34,0,0,0,0
0,0.2,0.5,0.1,0.166539689188018,12364,65256,10453,1610,259,34,7,1,0
0,0.2,0.5,0.2,0.142270140674196,9605,58107,8300,1140,149,15,1,0,0
0,0.2,0.5,0.3,0.125465784684711,7515,53484,6656,752,93,12,2,0,0
0,0.2,0.5,0.4,0.110752043675438,5651,49374,5038,561,47,5,0,0,0
0,0.2,0.5,0.5,0.0993800369739161,4481,45675,4114,329,34,3,1,0,0
0,0.3,0.1,0.1,0.149845460585228,15004,48426,11499,2672,660,133,29,7,4
0,0.3,0.1,0.2,0.100896545249718,9276,34942,7351,1545,312,52,13,2,1
0,0.3,0.1,0.3,0.0753903203443196,6276,27808,5147,907,180,36,6,0,0
0,0.3,0.1,0.4,0.0602793985961466,4395,23804,3724,566,90,11,4,0,0
0,0.3,0.1,0.5,0.0502686386088564,3121,21151,2714,371,30,4,2,0,0
0,0.3,0.2,0.1,0.199424449001993,19988,64456,15296,3629,838,188,28,5,4
0,0.3,0.2,0.2,0.150347352609839,13908,51844,10990,2340,475,85,17,1,0
0,0.3,0.2,0.3,0.119982885120887,9967,44318,8140,1494,290,39,4,0,0
0,0.3,0.2,0.4,0.100165371616742,7544,39028,6382,988,149,20,5,0,0
0,0.3,0.2,0.5,0.0850129264276842,5342,35680,4700,567,68,6,1,0,0
0,0.3,0.3,0.1,0.225465062537913,22730,72490,17360,4140,946,242,32,10,0
0,0.3,0.3,0.2,0.181237181894335,16880,62127,13319,2812,607,100,36,5,1
0,0.3,0.3,0.3,0.149209971402987,12492,54923,10267,1794,360,59,10,2,0
0,0.3,0.3,0.4,0.128695586238771,9535,50418,8007,1305,181,38,4,0,0
0,0.3,0.3,0.5,0.112441867182761,7206,46818,6274,828,89,14,1,0,0
0,0.3,0.4,0.1,0.240552514515151,24251,77602,18744,4229,1000,217,49,9,3
0,0.3,0.4,0.2,0.199061570235998,18209,69036,14310,3158,600,116,24,1,0
0,0.3,0.4,0.3,0.170280409601664,14179,62843,11604,2135,352,75,11,2,0
0,0.3,0.4,0.4,0.149701031225628,11080,58727,9367,1438,238,31,4,2,0
0,0.3,0.4,0.5,0.133492446344493,8354,55996,7278,937,122,11,6,0,0
0,0.3,0.5,0.1,0.249393396689679,25039,80598,19261,4441,1061,220,42,11,3
0,0.3,0.5,0.2,0.213787948814235,19561,74196,15517,3197,675,140,28,3,1
0,0.3,0.5,0.3,0.186674947283284,15336,69354,12533,2331,391,66,12,3,0
0,0.3,0.5,0.4,0.166528856986048,12169,65673,10282,1585,267,29,6,0,0
0,0.3,0.5,0.5,0.149242468008897,9378,62539,8180,1050,125,21,2,0,0
0,0.4,0.1,0.1,0.199577905196568,24068,51608,16551,5188,1643,483,149,40,14
0,0.4,0.1,0.2,0.134756203240995,15194,38535,10949,3136,820,238,33,11,7
0,0.4,0.1,0.3,0.100066076432017,10375,31360,7797,1998,457,95,22,4,2
0,0.4,0.1,0.4,0.0805320055460874,7424,27854,5903,1207,258,45,8,3,0
0,0.4,0.1,0.5,0.0668581559259366,5427,25080,4506,775,120,22,2,2,0
0,0.4,0.2,0.1,0.26646675236142,32169,68961,22131,6995,2165,628,174,63,13
0,0.4,0.2,0.2,0.199888428319709,22656,56924,16384,4636,1206,317,83,28,2
0,0.4,0.2,0.3,0.159888717178428,16388,50441,12311,3101,756,160,49,9,2
0,0.4,0.2,0.4,0.133613405933158,12541,45676,9945,2055,446,79,13,3,0
0,0.4,0.2,0.5,0.114305005921604,9206,43032,7656,1282,223,38,7,0,0
0,0.4,0.3,0.1,0.2993135994685,36143,77383,24823,7902,2422,696,227,58,15
0,0.4,0.3,0.2,0.24011200496837,27022,68815,19593,5409,1487,405,105,16,7
0,0.4,0.3,0.3,0.198947832115312,20591,62559,15673,3739,908,200,55,14,2
0,0.4,0.3,0.4,0.170952006123805,15826,58950,12553,2606,550,88,26,3,0
0,0.4,0.3,0.5,0.149827406915278,11885,56742,9842,1685,298,46,11,3,0
0,0.4,0.4,0.1,0.320504997255842,38685,82947,26645,8391,2548,777,245,60,19
0,0.4,0.4,0.2,0.267670932147087,30131,76348,21631,6178,1691,484,107,26,14
0,0.4,0.4,0.3,0.228386146335827,23622,71758,17886,4405,991,267,56,12,5
0,0.4,0.4,0.4,0.199664562812328,18484,68947,14713,3032,600,114,19,6,0
0,0.4,0.4,0.5,0.17759756203241,14248,66945,11808,2032,339,58,8,3,0
0,0.4,0.5,0.1,0.333557800629712,40136,86241,27437,8777,2751,831,249,68,23
0,0.4,0.5,0.2,0.28635467517837,32208,81989,23262,6509,1803,482,119,27,6
0,0.4,0.5,0.3,0.251428045293047,25938,79042,19619,4758,1177,319,48,14,3
0,0.4,0.5,0.4,0.222845475028164,20615,76823,16287,3480,668,156,22,2,0
0,0.4,0.5,0.5,0.199823435107889,15971,75425,13198,2317,376,73,7,0,0
0,0.5,0.1,0.1,0.251453320430977,33843,50511,20563,8259,3182,1166,455,165,53
0,0.5,0.1,0.2,0.167028943643664,21382,38620,13978,4879,1690,560,200,55,20
0,0.5,0.1,0.3,0.124480054305439,14674,33291,10183,3177,935,276,83,16,4
0,0.5,0.1,0.4,0.100060660331032,10765,30159,7995,2037,558,124,45,6,0
0,0.5,0.1,0.5,0.082895230942546,7834,28124,6138,1348,282,55,8,3,0
0,0.5,0.2,0.1,0.333180478927756,44524,67143,26943,10751,4212,1679,627,233,79
